Hm0,H3,H10,Hmax,Hmean,Tm02,Tp,Tz,T3,T10,Tmax,DirTp,SprTp,Mdir,unidirectind,mpressure,currentspeed,currentdir,errorcode,datetime,hourly,tenmin
0.52,0.42,0.53,0.72,0.27,2.15,9.48,2.56,3.67,4.98,10.5,223.8,77.03,203.99,0.52,17.502,0.13,10.9,2048,2020-03-26T15:12:01Z,2020-03-26T15:00:00Z,2020-03-26T15:10:00Z
0.59,0.47,0.6,0.96,0.3,2.22,9.93,2.67,3.82,5.03,8.5,211.54,78.37,194.89,0.29,17.743,0.26,351.6,2048,2020-03-26T16:12:01Z,2020-03-26T16:00:00Z,2020-03-26T16:10:00Z
0.58,0.45,0.58,0.91,0.29,2.13,9.62,2.49,3.43,4.65,11.5,304.93,74.58,285.52,0.42,18.119,0.17,9.6,2048,2020-03-26T17:12:01Z,2020-03-26T17:00:00Z,2020-03-26T17:10:00Z
0.56,0.46,0.6,0.85,0.29,2.32,10.04,2.97,4.28,5.38,8.5,262.08,77.23,212.99,0.16,18.508,0.21,14.3,2048,2020-03-26T18:12:01Z,2020-03-26T18:00:00Z,2020-03-26T18:10:00Z
0.53,0.43,0.55,0.69,0.28,2.24,11.08,2.7,4.15,4.95,6.5,24.52,77.82,44.73,0.1,18.704,0.34,79.7,2048,2020-03-26T19:12:01Z,2020-03-26T19:00:00Z,2020-03-26T19:10:00Z
0.85,0.7,0.95,1.44,0.42,2.69,10.2,3.2,5.03,6.6,8,252.86,77.63,240.43,0.42,18.641,0.09,10.9,2048,2020-03-26T20:12:01Z,2020-03-26T20:00:00Z,2020-03-26T20:10:00Z
0.81,0.66,0.88,1.16,0.4,2.66,9.26,3.19,5.09,6.67,7.5,57.72,70.18,24.45,0.17,18.366,0.03,0.1,2048,2020-03-26T21:12:01Z,2020-03-26T21:00:00Z,2020-03-26T21:10:00Z
0.7,0.58,0.75,1.17,0.37,2.37,9.11,2.87,4.35,5.67,6.5,3.27,72.64,357.83,0.24,18.118,0.06,4.5,2048,2020-03-26T22:12:01Z,2020-03-26T22:00:00Z,2020-03-26T22:10:00Z
0.63,0.51,0.65,0.92,0.32,2.21,10.29,2.76,3.86,4.86,7,342.26,70.71,18.06,0.57,17.978,0,271.2,2048,2020-03-26T23:12:01Z,2020-03-26T23:00:00Z,2020-03-26T23:10:00Z
0.52,0.43,0.56,0.8,0.27,2.19,9.31,2.58,3.69,4.56,6,350.11,73.22,347.24,0.54,17.794,0.05,76.7,2048,2020-03-27T00:12:01Z,2020-03-27T00:00:00Z,2020-03-27T00:10:00Z
0.73,0.59,0.75,0.98,0.37,2.63,9.75,3.06,4.69,6.12,8,307.75,76.5,307.78,0.41,17.621,0.07,26.9,2048,2020-03-27T01:12:01Z,2020-03-27T01:00:00Z,2020-03-27T01:10:00Z
0.67,0.55,0.7,0.93,0.34,2.52,10.43,3.01,4.52,5.78,8,307.72,77.82,296.4,0.34,17.573,0.16,28.8,2048,2020-03-27T02:12:01Z,2020-03-27T02:00:00Z,2020-03-27T02:10:00Z
0.61,0.5,0.64,0.85,0.32,2.29,10.58,2.85,4.09,5.19,2,16.62,76.94,35.17,0.11,17.63,0.1,30.9,2048,2020-03-27T03:12:01Z,2020-03-27T03:00:00Z,2020-03-27T03:10:00Z
0.63,0.52,0.68,0.92,0.33,2.09,9.14,2.49,3.33,4.22,7.5,348.6,77.28,266.66,0.11,17.767,0.06,35.1,2048,2020-03-27T04:12:01Z,2020-03-27T04:00:00Z,2020-03-27T04:10:00Z
0.6,0.5,0.65,0.85,0.32,1.99,10.05,2.42,3.07,3.34,2.5,271.03,74.83,256.18,0.32,18.073,0.16,23.2,2048,2020-03-27T05:12:01Z,2020-03-27T05:00:00Z,2020-03-27T05:10:00Z
0.74,0.61,0.78,1.02,0.39,2.03,10.46,2.47,3.18,3.71,8,133.84,79.44,170.31,0.25,18.45,0.22,30.1,2048,2020-03-27T06:12:01Z,2020-03-27T06:00:00Z,2020-03-27T06:10:00Z
0.83,0.67,0.85,1.13,0.43,2.28,10.02,2.67,3.75,4.27,5,276.59,78.85,254.01,0.32,18.706,0.22,9.2,2048,2020-03-27T07:12:01Z,2020-03-27T07:00:00Z,2020-03-27T07:10:00Z
0.79,0.64,0.84,1.39,0.41,2.24,9.43,2.68,3.68,4.64,6.5,126.87,78.87,207.95,0.3,18.662,0.27,18.9,2048,2020-03-27T08:12:01Z,2020-03-27T08:00:00Z,2020-03-27T08:10:00Z
0.94,0.77,1.04,1.5,0.5,2.41,9.35,3.03,4.33,5.71,3,287.23,79.13,263.36,0.34,18.448,0.16,3.3,2048,2020-03-27T09:12:01Z,2020-03-27T09:00:00Z,2020-03-27T09:10:00Z
0.94,0.75,0.96,1.31,0.47,2.24,10.27,2.58,3.37,3.92,8,286.34,77.96,225.29,0.31,18.266,0.12,21.5,2048,2020-03-27T10:12:01Z,2020-03-27T10:00:00Z,2020-03-27T10:10:00Z
0.77,0.65,0.84,1.07,0.4,2.22,9.02,2.7,3.8,4.51,6,325.69,76.9,312.97,0.31,18.14,0.16,31.7,2048,2020-03-27T11:12:01Z,2020-03-27T11:00:00Z,2020-03-27T11:10:00Z
0.7,0.57,0.73,0.94,0.37,2.09,9.09,2.54,3.39,4.28,7,52.08,79.35,357.53,0.11,17.949,0.26,358,2048,2020-03-27T12:12:01Z,2020-03-27T12:00:00Z,2020-03-27T12:10:00Z
0.78,0.66,0.82,1.13,0.42,2.16,10.22,2.66,3.45,3.77,4,274.23,77.24,186.5,0.13,17.775,0.26,16.6,2048,2020-03-27T13:12:01Z,2020-03-27T13:00:00Z,2020-03-27T13:10:00Z
0.75,0.62,0.82,1.14,0.38,2.46,9.09,3.04,4.46,5.42,9,347.42,79.61,315.74,0.14,17.66,0.21,13.1,2048,2020-03-27T14:12:01Z,2020-03-27T14:00:00Z,2020-03-27T14:10:00Z
0.71,0.6,0.77,1.03,0.38,2.19,7.6,2.72,3.81,4.24,6,86.52,75.66,190.76,0.18,17.613,0.21,359.5,2048,2020-03-27T15:12:01Z,2020-03-27T15:00:00Z,2020-03-27T15:10:00Z
0.57,0.47,0.6,0.76,0.31,2.03,9.26,2.51,3.3,3.93,3,169.86,80.31,55.81,0.21,17.736,0.24,14.6,2048,2020-03-27T16:12:01Z,2020-03-27T16:00:00Z,2020-03-27T16:10:00Z
0.57,0.48,0.6,0.81,0.3,2.17,9.43,2.7,3.8,4.58,7.5,58.34,76.89,44.58,0.36,18.008,0.22,23.5,2048,2020-03-27T17:12:01Z,2020-03-27T17:00:00Z,2020-03-27T17:10:00Z
