Hm0,H3,H10,Hmax,Hmean,Tm02,Tp,Tz,T3,T10,Tmax,DirTp,SprTp,Mdir,unidirectind,mpressure,currentspeed,currentdir,errorcode,datetime,hourly,tenmin
0.49,0.43,0.55,0.75,0.26,4.21,12.89,4.65,7.5,8.88,11.5,241.3,76.71,185.96,0.73,18.432,0.03,92.9,0,2019-11-05T12:32:01Z,2019-11-05T13:00:00Z,2019-11-05T12:30:00Z
0.44,0.39,0.49,0.63,0.23,4.37,12.3,4.98,8.08,9.12,11.5,278.68,66.11,210.09,0.44,18.428,0.01,228.3,0,2019-11-05T13:32:01Z,2019-11-05T14:00:00Z,2019-11-05T13:30:00Z
0.32,0.28,0.35,0.53,0.16,3.83,12.74,4.27,6.88,8.17,8,219.48,77.22,186.05,0.81,18.348,0.03,191,0,2019-11-05T14:32:01Z,2019-11-05T15:00:00Z,2019-11-05T14:30:00Z
0.37,0.31,0.39,0.55,0.19,3.3,11.67,3.66,5.7,6.77,7.5,243.76,74.63,188.94,0.79,18.226,0.05,211.2,0,2019-11-05T15:32:01Z,2019-11-05T16:00:00Z,2019-11-05T15:30:00Z
0.4,0.36,0.45,0.62,0.22,4.11,7.1,4.56,6.95,7.56,7.5,166.04,49.79,181.84,0.62,18.117,0.05,301.4,0,2019-11-05T16:32:01Z,2019-11-05T17:00:00Z,2019-11-05T16:30:00Z
0.47,0.43,0.57,0.7,0.26,4.12,6.15,4.44,6.32,6.59,6.5,169.46,46.53,176.25,0.85,18.037,0.06,267.4,0,2019-11-05T17:32:01Z,2019-11-05T18:00:00Z,2019-11-05T17:30:00Z
0.43,0.38,0.49,0.59,0.23,4.2,11.77,4.44,5.86,6.22,8,257.86,63.55,184.37,0.76,17.941,0.18,286.6,0,2019-11-05T18:32:01Z,2019-11-05T19:00:00Z,2019-11-05T18:30:00Z
0.31,0.28,0.34,0.41,0.17,4.01,11.72,4.24,5.91,7.02,7,187.36,70.37,194.77,0.91,17.898,0.22,297.6,0,2019-11-05T19:32:01Z,2019-11-05T20:00:00Z,2019-11-05T19:30:00Z
0.29,0.27,0.35,0.53,0.16,4.76,11.72,5.4,8.65,9.8,9.5,295.51,75.9,242.1,0.46,17.845,0.06,328.7,0,2019-11-05T20:32:01Z,2019-11-05T21:00:00Z,2019-11-05T20:30:00Z
0.39,0.35,0.47,0.7,0.21,5.24,8.4,5.48,8.61,8.63,9,166.22,48.28,187.88,0.88,17.883,0.05,319.7,0,2019-11-05T21:32:01Z,2019-11-05T22:00:00Z,2019-11-05T21:30:00Z
0.32,0.28,0.37,0.55,0.17,4.2,11.57,4.43,6.88,8.32,11,263.91,66.34,211.97,0.69,17.913,0.02,94.1,0,2019-11-05T22:32:01Z,2019-11-05T23:00:00Z,2019-11-05T22:30:00Z
0.32,0.29,0.38,0.57,0.17,4.12,6.35,4.29,6.45,7.23,6,160.89,51.74,183.14,0.84,18.063,0.04,29.3,0,2019-11-05T23:32:01Z,2019-11-06T00:00:00Z,2019-11-05T23:30:00Z
0.3,0.27,0.35,0.49,0.16,4.42,7.58,4.87,7.31,8.76,8,183.11,56.97,206.66,0.84,18.161,0.12,107.8,0,2019-11-06T00:32:01Z,2019-11-06T01:00:00Z,2019-11-06T00:30:00Z
0.39,0.35,0.46,0.63,0.21,4.89,10.45,5.56,8.72,9.94,8.5,303.32,75.03,222.78,0.42,18.227,0.1,101.4,0,2019-11-06T01:32:01Z,2019-11-06T02:00:00Z,2019-11-06T01:30:00Z
0.26,0.22,0.3,0.44,0.13,4.36,10.18,4.75,7.52,8.19,7.5,299.01,78.95,180.4,0.42,18.218,0.05,301.8,0,2019-11-06T02:32:01Z,2019-11-06T03:00:00Z,2019-11-06T02:30:00Z
0.25,0.21,0.29,0.4,0.13,3.45,11.42,3.79,5.87,7.81,6.5,251.66,67.6,217,0.69,18.159,0.03,218,0,2019-11-06T03:32:01Z,2019-11-06T04:00:00Z,2019-11-06T03:30:00Z
0.32,0.25,0.34,0.44,0.15,3.02,11.3,3.17,5.04,6.41,7,143.62,76.23,156.61,0.91,18.044,0.05,195.9,0,2019-11-06T04:32:01Z,2019-11-06T05:00:00Z,2019-11-06T04:30:00Z
0.32,0.28,0.37,0.46,0.16,3.55,11.11,3.9,6.31,7.17,7,254.08,70.99,189.65,0.74,17.985,0.05,298.4,0,2019-11-06T05:32:01Z,2019-11-06T06:00:00Z,2019-11-06T05:30:00Z
0.36,0.32,0.41,0.55,0.19,3.96,11.07,4.43,6.64,7.32,8.5,245.65,69.05,173.34,0.73,17.947,0.01,210.4,0,2019-11-06T06:32:01Z,2019-11-06T07:00:00Z,2019-11-06T06:30:00Z
0.33,0.29,0.37,0.52,0.18,3.23,10.74,3.58,5.39,6.39,5.5,309.52,74.57,183.06,0.52,17.909,0.11,280.7,0,2019-11-06T07:32:01Z,2019-11-06T08:00:00Z,2019-11-06T07:30:00Z
0.26,0.22,0.29,0.38,0.14,3.64,11.43,4,5.82,7.19,10.5,290.28,75.21,222.64,0.39,17.898,0.27,296.2,0,2019-11-06T08:32:01Z,2019-11-06T09:00:00Z,2019-11-06T08:30:00Z
0.2,0.18,0.23,0.28,0.11,4.55,10.82,5.15,8.63,10.15,11.5,197.8,74.52,199.91,0.82,17.985,0.1,319.9,0,2019-11-06T09:32:01Z,2019-11-06T10:00:00Z,2019-11-06T09:30:00Z
0.25,0.22,0.29,0.44,0.13,4.54,10.4,4.8,8.12,9.42,9.5,256.78,72.15,233.85,0.75,18.071,0.06,293,0,2019-11-06T10:32:01Z,2019-11-06T11:00:00Z,2019-11-06T10:30:00Z
0.29,0.27,0.35,0.51,0.16,4.66,10.05,5.33,8.14,9.44,9.5,213.51,72.71,206.98,0.85,18.196,0.07,328.9,0,2019-11-06T11:32:01Z,2019-11-06T12:00:00Z,2019-11-06T11:30:00Z
0.36,0.32,0.39,0.48,0.19,3.98,11.07,4.33,6.17,6.78,7.5,169.52,68.59,178.51,0.86,18.32,0.11,87.2,0,2019-11-06T12:32:01Z,2019-11-06T13:00:00Z,2019-11-06T12:30:00Z
0.35,0.31,0.4,0.48,0.19,4.41,11.29,4.7,6.69,6.78,10,183.8,75.14,172.99,0.89,18.419,0.1,93.3,0,2019-11-06T13:32:01Z,2019-11-06T14:00:00Z,2019-11-06T13:30:00Z
0.29,0.27,0.34,0.46,0.16,4.2,10.05,4.87,7.68,8.17,7.5,234.75,78.67,183.17,0.59,18.431,0.01,227.2,0,2019-11-06T14:32:01Z,2019-11-06T15:00:00Z,2019-11-06T14:30:00Z
0.22,0.18,0.24,0.34,0.11,3.49,10.62,3.76,5.79,6.96,8,124.84,72.37,156.74,0.69,18.354,0.03,289.8,0,2019-11-06T15:32:01Z,2019-11-06T16:00:00Z,2019-11-06T15:30:00Z
0.24,0.22,0.28,0.38,0.14,4.74,5.59,5.23,7.08,8.02,6,157.98,66.04,155.35,0.93,18.237,0.03,314.8,0,2019-11-06T16:32:01Z,2019-11-06T17:00:00Z,2019-11-06T16:30:00Z
0.25,0.24,0.3,0.42,0.14,4.36,7.13,4.61,6.43,6.45,6.5,175.84,67.35,179.54,0.92,18.136,0.03,270,0,2019-11-06T17:32:01Z,2019-11-06T18:00:00Z,2019-11-06T17:30:00Z
0.29,0.27,0.34,0.46,0.17,4.46,5.01,4.75,5.94,6.16,5.5,173.09,49.91,178.3,0.95,18.009,0.03,257.9,0,2019-11-06T18:32:01Z,2019-11-06T19:00:00Z,2019-11-06T18:30:00Z
0.35,0.32,0.4,0.5,0.2,4.3,4.39,4.35,5.18,5.45,4.5,165.3,49.86,176.53,0.95,17.901,0.12,285.1,0,2019-11-06T19:32:01Z,2019-11-06T20:00:00Z,2019-11-06T19:30:00Z
0.3,0.28,0.34,0.44,0.18,3.96,4.35,4.19,5.2,4.97,4,170.5,56.73,175.73,0.79,17.82,0.26,296,0,2019-11-06T20:32:01Z,2019-11-06T21:00:00Z,2019-11-06T20:30:00Z
0.16,0.14,0.19,0.25,0.09,4.19,9.94,4.62,6.87,8.36,9,198.25,76.82,175.88,0.65,17.803,0.08,301.7,0,2019-11-06T21:32:01Z,2019-11-06T22:00:00Z,2019-11-06T21:30:00Z
0.29,0.25,0.31,0.43,0.15,4.09,10.61,4.23,6.16,7.1,8.5,204.64,68.39,187.85,0.86,17.818,0.12,306.8,0,2019-11-06T22:32:01Z,2019-11-06T23:00:00Z,2019-11-06T22:30:00Z
0.43,0.39,0.48,0.65,0.26,3.18,4.14,3.48,4.3,4.48,3.5,172.3,48.43,187.68,0.84,17.844,0.07,86,0,2019-11-06T23:32:01Z,2019-11-07T00:00:00Z,2019-11-06T23:30:00Z
0.4,0.36,0.46,0.62,0.23,3.94,5.48,4.2,5.35,5.62,6,168.79,48.02,173.36,0.96,18.033,0.04,347.5,0,2019-11-07T00:32:01Z,2019-11-07T01:00:00Z,2019-11-07T00:30:00Z
0.4,0.36,0.46,0.65,0.22,3.77,5.49,3.99,5.36,5.82,5,169.61,48.56,168.33,0.95,18.177,0.07,105.5,0,2019-11-07T01:32:01Z,2019-11-07T02:00:00Z,2019-11-07T01:30:00Z
0.36,0.32,0.39,0.47,0.2,3.54,6.15,3.74,5.25,5.62,4.5,172.18,49.67,164.09,0.92,18.268,0.17,101.1,0,2019-11-07T02:32:01Z,2019-11-07T03:00:00Z,2019-11-07T02:30:00Z
0.49,0.46,0.58,0.7,0.3,4.64,5.75,5.19,5.72,5.52,5.5,146.93,38.93,154.54,0.92,18.259,0.02,293.6,0,2019-11-07T03:32:01Z,2019-11-07T04:00:00Z,2019-11-07T03:30:00Z
0.4,0.38,0.47,0.73,0.22,4.26,6.02,4.53,5.86,6.09,6.5,147.74,40.64,159.71,0.94,18.143,0.02,228.4,0,2019-11-07T04:32:01Z,2019-11-07T05:00:00Z,2019-11-07T04:30:00Z
0.49,0.47,0.6,0.75,0.28,4.72,6.78,5.03,6.52,6.44,6.5,177.6,42.19,177.01,0.97,18.046,0.04,251.9,0,2019-11-07T05:32:01Z,2019-11-07T06:00:00Z,2019-11-07T05:30:00Z
0.54,0.52,0.66,0.78,0.31,4.94,7.59,5.38,7.07,7.19,7,152.97,45.79,157.98,0.96,17.964,0.03,253.8,0,2019-11-07T06:32:01Z,2019-11-07T07:00:00Z,2019-11-07T06:30:00Z
0.54,0.52,0.69,0.94,0.31,5.05,7.08,5.36,6.69,6.69,6.5,150.5,41.16,156.5,0.95,17.896,0.03,249.1,0,2019-11-07T07:32:01Z,2019-11-07T08:00:00Z,2019-11-07T07:30:00Z
0.55,0.51,0.62,0.91,0.32,4.93,7.15,5.11,6.31,6.34,6,169.05,43.32,167.48,0.97,17.829,0.1,272.4,0,2019-11-07T08:32:01Z,2019-11-07T09:00:00Z,2019-11-07T08:30:00Z
0.47,0.43,0.53,0.67,0.27,4.48,5.6,4.66,5.65,5.66,6,153.78,47.14,158.48,0.84,17.85,0.25,296,0,2019-11-07T09:32:01Z,2019-11-07T10:00:00Z,2019-11-07T09:30:00Z
0.27,0.24,0.29,0.38,0.15,4.69,15.03,5.07,7.79,9.82,11.5,18.94,80.23,193.61,0.29,17.91,0.12,310,0,2019-11-07T10:32:01Z,2019-11-07T11:00:00Z,2019-11-07T10:30:00Z
0.34,0.3,0.37,0.5,0.19,4.2,5.37,4.48,6.11,6.47,11.5,166.73,57.86,186.94,0.9,18.011,0.01,254.6,0,2019-11-07T11:32:01Z,2019-11-07T12:00:00Z,2019-11-07T11:30:00Z
0.48,0.43,0.55,0.72,0.27,4.22,8.77,4.59,6.5,7.25,7.5,165.64,57.06,176.8,0.89,18.169,0.04,278.5,0,2019-11-07T12:32:01Z,2019-11-07T13:00:00Z,2019-11-07T12:30:00Z
0.51,0.45,0.55,0.69,0.3,4.21,5.01,4.62,6.08,6.11,4.5,178.84,43.51,179.87,0.88,18.341,0.09,107.8,0,2019-11-07T13:32:01Z,2019-11-07T14:00:00Z,2019-11-07T13:30:00Z
0.6,0.55,0.67,0.75,0.36,4.47,6.2,4.86,6.14,6.42,8,159.83,37.2,170.27,0.95,18.476,0.14,98.1,0,2019-11-07T14:32:01Z,2019-11-07T15:00:00Z,2019-11-07T14:30:00Z
0.51,0.46,0.59,0.7,0.27,4.44,7.02,4.71,6.96,7.21,7.5,154.69,40.84,164.39,0.88,18.491,0.01,145.1,0,2019-11-07T15:32:01Z,2019-11-07T16:00:00Z,2019-11-07T15:30:00Z
0.35,0.3,0.38,0.47,0.18,3.96,12.01,4.5,6.85,7.45,7,175.21,76.72,164.68,0.93,18.387,0.03,205.1,0,2019-11-07T16:32:01Z,2019-11-07T17:00:00Z,2019-11-07T16:30:00Z
0.47,0.43,0.54,0.75,0.24,4.8,7.44,5.04,7.84,8.14,7,153.36,44.37,170.22,0.89,18.267,0.05,277.4,0,2019-11-07T17:32:01Z,2019-11-07T18:00:00Z,2019-11-07T17:30:00Z
0.53,0.49,0.63,0.77,0.3,5.3,7.51,5.86,7.32,7.7,7.5,151.91,43.99,169.46,0.88,18.126,0.06,276,0,2019-11-07T18:32:01Z,2019-11-07T19:00:00Z,2019-11-07T18:30:00Z
0.52,0.49,0.62,0.73,0.29,4.85,6.47,5.21,7.05,6.94,7.5,163.47,43.64,167.65,0.95,18.031,0.07,273.2,0,2019-11-07T19:32:01Z,2019-11-07T20:00:00Z,2019-11-07T19:30:00Z
0.53,0.49,0.64,0.79,0.29,4.71,5.55,4.87,6.18,6.47,6,166.38,37.93,178.33,0.88,17.886,0.27,292.1,0,2019-11-07T20:32:01Z,2019-11-07T21:00:00Z,2019-11-07T20:30:00Z
0.48,0.45,0.55,0.71,0.28,4.46,6.15,4.85,6.22,5.85,6,182.31,49.79,177.73,0.92,17.79,0.25,299.1,0,2019-11-07T21:32:01Z,2019-11-07T22:00:00Z,2019-11-07T21:30:00Z
0.39,0.35,0.46,0.57,0.22,5.1,12.7,5.73,8.84,9.61,8,284.48,75.94,202.3,0.51,17.748,0.07,316.5,0,2019-11-07T22:32:01Z,2019-11-07T23:00:00Z,2019-11-07T22:30:00Z
0.42,0.36,0.46,0.56,0.23,3.97,12.97,4.2,5.85,6.25,6,285.27,74.48,198.45,0.77,17.743,0.05,48.6,0,2019-11-07T23:32:01Z,2019-11-08T00:00:00Z,2019-11-07T23:30:00Z
0.35,0.3,0.4,0.59,0.18,3.91,12.81,4.12,6.33,8.41,9,260.97,69.09,208.94,0.75,17.937,0.14,296.3,0,2019-11-08T00:32:01Z,2019-11-08T01:00:00Z,2019-11-08T00:30:00Z
0.34,0.29,0.39,0.63,0.17,4.04,12.19,4.38,6.85,8.91,10.5,331.64,71.04,221.54,0.17,18.133,0.03,67.1,0,2019-11-08T01:32:01Z,2019-11-08T02:00:00Z,2019-11-08T01:30:00Z
0.4,0.36,0.47,0.69,0.22,4.32,8.31,4.85,7.12,8.19,8.5,180.69,55.2,179.79,0.83,18.325,0.12,97.4,0,2019-11-08T02:32:01Z,2019-11-08T03:00:00Z,2019-11-08T02:30:00Z
0.37,0.32,0.41,0.54,0.2,4.11,11.58,4.57,6.53,7.88,11,223.87,75.05,188.08,0.77,18.408,0.18,99.2,0,2019-11-08T03:32:01Z,2019-11-08T04:00:00Z,2019-11-08T03:30:00Z
0.37,0.31,0.41,0.53,0.19,3.87,12.49,4.32,6.94,9.28,11.5,259.1,77.2,223.14,0.44,18.346,0.06,98.6,0,2019-11-08T04:32:01Z,2019-11-08T05:00:00Z,2019-11-08T04:30:00Z
0.32,0.28,0.37,0.47,0.16,4.26,11.95,4.86,8.07,9.12,7,222.82,72.42,201.7,0.88,18.205,0.03,302,0,2019-11-08T05:32:01Z,2019-11-08T06:00:00Z,2019-11-08T05:30:00Z
0.4,0.37,0.45,0.55,0.22,4.7,7.55,5.37,8.15,8.76,11.5,161.8,47.79,180.43,0.9,18.079,0.02,313.8,0,2019-11-08T06:32:01Z,2019-11-08T07:00:00Z,2019-11-08T06:30:00Z
0.44,0.39,0.49,0.61,0.24,5.13,11.48,5.6,8.08,8.91,7.5,222.11,69.87,189.47,0.82,17.958,0.02,340.3,0,2019-11-08T07:32:01Z,2019-11-08T08:00:00Z,2019-11-08T07:30:00Z
0.49,0.45,0.55,0.64,0.28,4.94,6.6,5.38,6.96,7.05,10,150.16,40.31,166.44,0.86,17.872,0.07,272.8,0,2019-11-08T08:32:01Z,2019-11-08T09:00:00Z,2019-11-08T08:30:00Z
0.46,0.42,0.53,0.71,0.26,4.65,4.79,4.79,6.12,5.9,6,148.91,44.06,174.3,0.74,17.777,0.24,291,0,2019-11-08T09:32:01Z,2019-11-08T10:00:00Z,2019-11-08T09:30:00Z
0.35,0.31,0.4,0.54,0.2,4.45,12.36,4.76,6.87,6.9,10,260.29,64.78,212.9,0.65,17.778,0.24,295,0,2019-11-08T10:32:01Z,2019-11-08T11:00:00Z,2019-11-08T10:30:00Z
0.36,0.32,0.43,0.64,0.2,4.79,12.48,5.46,8.64,10.33,12,279.57,71.15,251.03,0.63,17.833,0.03,288,0,2019-11-08T11:32:01Z,2019-11-08T12:00:00Z,2019-11-08T11:30:00Z
0.35,0.31,0.41,0.52,0.19,4.53,12.57,4.99,7.52,10.02,10.5,265.07,74.87,221.27,0.74,17.983,0.11,0.1,0,2019-11-08T12:32:01Z,2019-11-08T13:00:00Z,2019-11-08T12:30:00Z
0.41,0.34,0.43,0.57,0.22,2.81,12.87,3.21,4.26,4.72,2,270.75,73.01,204.51,0.64,18.162,0.05,61.9,0,2019-11-08T13:32:01Z,2019-11-08T14:00:00Z,2019-11-08T13:30:00Z
0.33,0.29,0.36,0.46,0.19,3.16,11.83,3.66,5.36,5.92,5.5,234.82,74.04,186.55,0.81,18.419,0.12,102,0,2019-11-08T14:32:01Z,2019-11-08T15:00:00Z,2019-11-08T14:30:00Z
0.38,0.34,0.42,0.57,0.21,3.71,11.73,4.44,6.86,8.02,9.5,270.2,69.73,202.48,0.54,18.535,0.14,107.8,0,2019-11-08T15:32:01Z,2019-11-08T16:00:00Z,2019-11-08T15:30:00Z
0.5,0.44,0.58,0.79,0.25,4.71,10.83,4.87,8.02,9.14,9,291.99,69.56,268.46,0.46,18.516,0.02,232.6,0,2019-11-08T16:32:01Z,2019-11-08T17:00:00Z,2019-11-08T16:30:00Z
0.36,0.32,0.41,0.53,0.19,3.85,11.63,4.32,6.66,7.02,6,219.47,72.53,198.47,0.91,18.39,0.06,299.5,0,2019-11-08T17:32:01Z,2019-11-08T18:00:00Z,2019-11-08T17:30:00Z
0.35,0.32,0.41,0.56,0.19,4.44,11.18,4.89,7.81,8.6,9.5,283.91,71.28,223.11,0.51,18.209,0.04,313.6,0,2019-11-08T18:32:01Z,2019-11-08T19:00:00Z,2019-11-08T18:30:00Z
0.4,0.36,0.45,0.58,0.22,4.42,6.31,4.86,6.8,7.26,7.5,151.42,44.32,174.31,0.9,18.07,0.03,261.5,0,2019-11-08T19:32:01Z,2019-11-08T20:00:00Z,2019-11-08T19:30:00Z
0.63,0.58,0.73,0.87,0.37,3.97,5.78,4.46,5.5,5.59,5.5,159.15,36.15,163.27,0.92,17.932,0.1,277.3,0,2019-11-08T20:32:01Z,2019-11-08T21:00:00Z,2019-11-08T20:30:00Z
0.7,0.65,0.8,0.98,0.42,3.53,4.58,3.83,4.58,4.82,5.5,154.69,35.7,168.32,0.93,17.77,0.29,293.6,0,2019-11-08T21:32:01Z,2019-11-08T22:00:00Z,2019-11-08T21:30:00Z
0.52,0.47,0.6,0.82,0.3,3.1,5.01,3.43,4.39,4.41,5,202.2,54.72,194.58,0.92,17.717,0.13,308.2,0,2019-11-08T22:32:01Z,2019-11-08T23:00:00Z,2019-11-08T22:30:00Z
0.5,0.44,0.57,0.81,0.28,2.87,4.98,3.11,4.28,4.46,4.5,189.04,55.27,189.54,0.91,17.704,0.1,322.3,0,2019-11-08T23:32:01Z,2019-11-09T00:00:00Z,2019-11-08T23:30:00Z
0.51,0.45,0.58,0.87,0.28,2.55,4.46,2.74,3.31,3.41,3.5,187.47,43.19,183.82,0.93,17.771,0.14,299.6,0,2019-11-09T00:32:01Z,2019-11-09T01:00:00Z,2019-11-09T00:30:00Z
0.46,0.42,0.51,0.63,0.28,2.49,4.87,2.99,3.69,3.79,2.5,184.89,55.8,193.36,0.74,18.03,0.04,310.4,0,2019-11-09T01:32:01Z,2019-11-09T02:00:00Z,2019-11-09T01:30:00Z
0.53,0.46,0.57,0.77,0.3,2.62,5.04,2.84,3.5,3.69,6,179.97,51.26,185.5,0.98,18.248,0.09,88.3,0,2019-11-09T02:32:01Z,2019-11-09T03:00:00Z,2019-11-09T02:30:00Z
0.84,0.78,0.99,1.43,0.48,3.51,5.49,3.74,4.73,4.81,5.5,148.27,31.75,160.45,0.94,18.459,0.2,95,0,2019-11-09T03:32:01Z,2019-11-09T04:00:00Z,2019-11-09T03:30:00Z
0.73,0.68,0.87,1.11,0.42,3.69,6.11,3.97,5.39,5.78,5,149.28,29.55,150.71,0.98,18.52,0.04,115.7,0,2019-11-09T04:32:01Z,2019-11-09T05:00:00Z,2019-11-09T04:30:00Z
0.48,0.45,0.56,0.73,0.28,3.52,6.51,4.17,5.7,5.85,4.5,135.97,39.28,147.6,0.88,18.397,0.02,188.1,0,2019-11-09T05:32:01Z,2019-11-09T06:00:00Z,2019-11-09T05:30:00Z
0.64,0.59,0.74,1.02,0.36,4.16,6.87,4.64,6.47,6.45,6.5,157.61,35.8,166.9,0.93,18.212,0.01,130,0,2019-11-09T06:32:01Z,2019-11-09T07:00:00Z,2019-11-09T06:30:00Z
0.64,0.61,0.79,1.09,0.36,4.69,7.06,5.12,6.87,6.94,7,156.58,36.91,160.57,0.96,18.056,0.02,168.2,0,2019-11-09T07:32:01Z,2019-11-09T08:00:00Z,2019-11-09T07:30:00Z
0.7,0.68,0.86,1.11,0.41,4.62,6.93,5.15,6.61,6.5,6.5,154.22,34.03,158.42,0.95,17.962,0.05,279.6,0,2019-11-09T08:32:01Z,2019-11-09T09:00:00Z,2019-11-09T08:30:00Z
1.09,1.03,1.26,1.71,0.63,5.06,6.63,5.14,6.24,6.21,7,162.02,28.77,161.98,0.98,17.814,0.09,281.5,0,2019-11-09T09:32:01Z,2019-11-09T10:00:00Z,2019-11-09T09:30:00Z
0.79,0.75,0.95,1.32,0.47,4.08,6.24,4.34,5.62,5.82,5,183.37,40.83,179.03,0.96,17.749,0.33,293.7,0,2019-11-09T10:32:01Z,2019-11-09T11:00:00Z,2019-11-09T10:30:00Z
0.49,0.42,0.55,0.76,0.26,3.23,5.85,3.66,5.24,5.69,6.5,195.02,55.55,215.15,0.68,17.806,0.04,278.3,0,2019-11-09T11:32:01Z,2019-11-09T12:00:00Z,2019-11-09T11:30:00Z
0.72,0.65,0.81,1.4,0.4,4.06,5.75,4.39,5.84,5.89,6,179.21,36.5,190.04,0.84,17.883,0.09,313.1,0,2019-11-09T12:32:01Z,2019-11-09T13:00:00Z,2019-11-09T12:30:00Z
0.8,0.69,0.86,1.27,0.45,3.1,5.89,3.41,4.41,5.1,5.5,186.51,46,198.74,0.8,18.096,0.03,355.5,0,2019-11-09T13:32:01Z,2019-11-09T14:00:00Z,2019-11-09T13:30:00Z
0.62,0.55,0.68,0.95,0.34,3.2,5.89,3.64,5.2,5.85,6.5,181.45,47.91,208.96,0.69,18.373,0.04,95.4,0,2019-11-09T14:32:01Z,2019-11-09T15:00:00Z,2019-11-09T14:30:00Z
0.59,0.51,0.67,0.92,0.31,3.73,9.87,3.96,5.88,6.67,6.5,260.71,68,218.76,0.71,18.601,0.17,104,0,2019-11-09T15:32:01Z,2019-11-09T16:00:00Z,2019-11-09T15:30:00Z
0.74,0.68,0.88,1.31,0.42,3.99,6.11,4.48,6.23,6.7,7,160.1,37.14,187.34,0.66,18.652,0.2,111.3,0,2019-11-09T16:32:01Z,2019-11-09T17:00:00Z,2019-11-09T16:30:00Z
0.45,0.4,0.5,0.64,0.25,3.96,8.99,4.5,6.48,7.15,6.5,279.56,72.64,218.28,0.71,18.526,0.02,38.1,0,2019-11-09T17:32:01Z,2019-11-09T18:00:00Z,2019-11-09T17:30:00Z
0.51,0.48,0.61,0.82,0.28,4.44,6.74,4.89,7.1,7.67,8,158.33,45.21,185.01,0.7,18.335,0.06,288.5,0,2019-11-09T18:32:01Z,2019-11-09T19:00:00Z,2019-11-09T18:30:00Z
0.5,0.47,0.58,0.69,0.28,4.34,6.88,4.93,7.21,7.77,7.5,160.78,48.64,186.98,0.84,18.194,0.06,294.5,0,2019-11-09T19:32:01Z,2019-11-09T20:00:00Z,2019-11-09T19:30:00Z
0.61,0.55,0.7,0.9,0.32,5.08,6.38,5.23,7.5,7.86,7,167.52,46.49,199.58,0.8,18.026,0.05,273.8,0,2019-11-09T20:32:01Z,2019-11-09T21:00:00Z,2019-11-09T20:30:00Z
0.74,0.67,0.85,1.03,0.41,4.93,5.86,5.09,6.85,7.67,5.5,169.77,34.57,169.44,0.82,17.825,0.2,284.1,0,2019-11-09T21:32:01Z,2019-11-09T22:00:00Z,2019-11-09T21:30:00Z
0.63,0.54,0.67,0.91,0.34,4.88,17.81,5.24,7.73,9.02,6,185.47,71.57,205.71,0.84,17.726,0.33,296,0,2019-11-09T22:32:01Z,2019-11-09T23:00:00Z,2019-11-09T22:30:00Z
0.81,0.7,0.93,1.18,0.4,6.15,17.28,7.11,12.35,15.35,16.5,310.26,78.32,285.2,0.67,17.625,0.09,340.7,0,2019-11-09T23:32:01Z,2019-11-10T00:00:00Z,2019-11-09T23:30:00Z
0.91,0.76,1.01,1.46,0.48,4.77,17.33,5.71,8.74,12.23,16,260.08,74.02,241.05,0.8,17.626,0.16,344.3,0,2019-11-10T00:32:01Z,2019-11-10T01:00:00Z,2019-11-10T00:30:00Z
0.62,0.51,0.67,0.88,0.31,4.62,17.03,5.14,8.53,11.28,12,247.39,71.05,244.93,0.85,17.826,0.1,314.9,0,2019-11-10T01:32:01Z,2019-11-10T02:00:00Z,2019-11-10T01:30:00Z
0.75,0.62,0.81,1.02,0.35,5.54,16.42,6.29,11.06,13.96,18,236.98,72.59,248.19,0.86,18.111,0.09,60.1,0,2019-11-10T02:32:01Z,2019-11-10T03:00:00Z,2019-11-10T02:30:00Z
0.96,0.84,1.17,1.46,0.46,6.08,15.88,6.83,12.38,16.1,15,275.55,66.75,271.98,0.9,18.439,0.2,101.6,0,2019-11-10T03:32:01Z,2019-11-10T04:00:00Z,2019-11-10T03:30:00Z
0.91,0.75,0.98,1.15,0.44,5.77,15.69,6.31,10.75,13.18,11,256.62,68.6,244.27,0.88,18.598,0.04,188.3,0,2019-11-10T04:32:01Z,2019-11-10T05:00:00Z,2019-11-10T04:30:00Z
1.03,0.87,1.24,1.69,0.48,5.63,15.63,6.01,10.72,14.25,15.5,227.67,69.53,242.04,0.85,18.519,0.04,173.8,0,2019-11-10T05:32:01Z,2019-11-10T06:00:00Z,2019-11-10T05:30:00Z
0.79,0.66,0.88,1.09,0.39,4.8,16.2,5.65,9.88,13.88,13.5,231.77,72.12,230.56,0.88,18.34,0.02,14.8,0,2019-11-10T06:32:01Z,2019-11-10T07:00:00Z,2019-11-10T06:30:00Z
0.75,0.62,0.84,1.02,0.37,4.5,15.21,5.24,8.99,12.52,17,233.71,67.7,240.34,0.85,18.158,0.07,18.9,0,2019-11-10T07:32:01Z,2019-11-10T08:00:00Z,2019-11-10T07:30:00Z
0.71,0.56,0.74,1,0.34,4.91,16.64,5.64,9.53,13.23,16,213.32,71.38,223.53,0.86,18.047,0.02,225.2,0,2019-11-10T08:32:01Z,2019-11-10T09:00:00Z,2019-11-10T08:30:00Z
0.92,0.81,1.09,1.42,0.46,6.05,16.34,6.76,11.81,13.73,16,214.51,67.07,214.51,0.93,17.871,0.04,294.7,0,2019-11-10T09:32:01Z,2019-11-10T10:00:00Z,2019-11-10T09:30:00Z
