Hs,Tp,Dp,Tz,T01,T-1,Dm,S0,HsSwell,TpSwell,DpSwell,HsSea,TpSea,DpSea,H13,T13,H10,T10,Hmax,Tmax,datetime,hourly,tenmin
0.273,14.2,154,6.2,7.1,9.2,141,1.05,0.165,14.2,154,0.189,5.6,157,0.307,8.5,0.382,8.8,0.495,7.5,2019-12-19T02:15:00Z,2019-12-19T02:00:00Z,2019-12-19T02:10:00Z
0.273,11.6,308,9,10.1,11.7,261,1.06,0.25,11.6,308,0.097,6.1,128,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T18:00:00Z,2020-01-16T18:00:00Z,2020-01-16T18:00:00Z
0.273,11.6,308,9,10.1,11.7,261,1.06,0.25,11.6,308,0.097,6.1,128,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T18:05:00Z,2020-01-16T18:00:00Z,2020-01-16T18:00:00Z
0.273,11.6,308,9,10.1,11.7,261,1.06,0.25,11.6,308,0.097,6.1,128,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T18:10:00Z,2020-01-16T18:00:00Z,2020-01-16T18:10:00Z
0.273,11.6,308,9,10.1,11.7,261,1.06,0.25,11.6,308,0.097,6.1,128,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T18:15:00Z,2020-01-16T18:00:00Z,2020-01-16T18:10:00Z
0.274,11.6,136,4.3,5.2,7.7,208,1.1,0.177,11.6,136,0.191,6.7,257,0.263,7.2,0.339,8.3,0.474,9.5,2019-11-29T08:00:00Z,2019-11-29T08:00:00Z,2019-11-29T08:00:00Z
0.274,11.6,136,4.3,5.2,7.7,208,1.1,0.177,11.6,136,0.191,6.7,257,0.263,7.2,0.339,8.3,0.474,9.5,2019-11-29T08:05:00Z,2019-11-29T08:00:00Z,2019-11-29T08:00:00Z
0.274,11.6,136,4.3,5.2,7.7,208,1.1,0.177,11.6,136,0.191,6.7,257,0.263,7.2,0.339,8.3,0.474,9.5,2019-11-29T08:10:00Z,2019-11-29T08:00:00Z,2019-11-29T08:10:00Z
0.274,11.6,136,4.3,5.2,7.7,208,1.1,0.177,11.6,136,0.191,6.7,257,0.263,7.2,0.339,8.3,0.474,9.5,2019-11-29T08:15:00Z,2019-11-29T08:00:00Z,2019-11-29T08:10:00Z
0.274,8.5,182,6.3,7.1,8.3,188,1.04,0.185,8.5,182,0.176,6.7,150,0.299,8.3,0.375,8.2,0.499,6.5,2019-12-18T03:00:00Z,2019-12-18T03:00:00Z,2019-12-18T03:00:00Z
0.274,8.5,182,6.3,7.1,8.3,188,1.04,0.185,8.5,182,0.176,6.7,150,0.299,8.3,0.375,8.2,0.499,6.5,2019-12-18T03:05:00Z,2019-12-18T03:00:00Z,2019-12-18T03:00:00Z
0.274,8.5,182,6.3,7.1,8.3,188,1.04,0.185,8.5,182,0.176,6.7,150,0.299,8.3,0.375,8.2,0.499,6.5,2019-12-18T03:10:00Z,2019-12-18T03:00:00Z,2019-12-18T03:10:00Z
0.274,8.5,182,6.3,7.1,8.3,188,1.04,0.185,8.5,182,0.176,6.7,150,0.299,8.3,0.375,8.2,0.499,6.5,2019-12-18T03:15:00Z,2019-12-18T03:00:00Z,2019-12-18T03:10:00Z
0.274,14.2,146,5.9,7.1,10,141,1.09,0.198,14.2,146,0.178,5.1,90,0.33,11.2,0.408,11.6,0.497,10.5,2019-12-18T10:00:00Z,2019-12-18T10:00:00Z,2019-12-18T10:00:00Z
0.274,14.2,146,5.9,7.1,10,141,1.09,0.198,14.2,146,0.178,5.1,90,0.33,11.2,0.408,11.6,0.497,10.5,2019-12-18T10:05:00Z,2019-12-18T10:00:00Z,2019-12-18T10:00:00Z
0.274,14.2,146,5.9,7.1,10,141,1.09,0.198,14.2,146,0.178,5.1,90,0.33,11.2,0.408,11.6,0.497,10.5,2019-12-18T10:10:00Z,2019-12-18T10:00:00Z,2019-12-18T10:10:00Z
0.274,14.2,146,5.9,7.1,10,141,1.09,0.198,14.2,146,0.178,5.1,90,0.33,11.2,0.408,11.6,0.497,10.5,2019-12-18T10:15:00Z,2019-12-18T10:00:00Z,2019-12-18T10:10:00Z
0.277,14.2,108,4.6,5.5,7.9,121,1.06,0.17,14.2,192,0.195,4.7,256,0.3,8.4,0.359,9.2,0.491,7.5,2019-11-29T09:00:00Z,2019-11-29T09:00:00Z,2019-11-29T09:00:00Z
0.277,14.2,108,4.6,5.5,7.9,121,1.06,0.17,14.2,192,0.195,4.7,256,0.3,8.4,0.359,9.2,0.491,7.5,2019-11-29T09:05:00Z,2019-11-29T09:00:00Z,2019-11-29T09:00:00Z
0.277,14.2,108,4.6,5.5,7.9,121,1.06,0.17,14.2,192,0.195,4.7,256,0.3,8.4,0.359,9.2,0.491,7.5,2019-11-29T09:10:00Z,2019-11-29T09:00:00Z,2019-11-29T09:10:00Z
0.277,14.2,108,4.6,5.5,7.9,121,1.06,0.17,14.2,192,0.195,4.7,256,0.3,8.4,0.359,9.2,0.491,7.5,2019-11-29T09:15:00Z,2019-11-29T09:00:00Z,2019-11-29T09:10:00Z
0.278,11.6,244,5.6,6.7,9.4,225,1.08,0.19,11.6,244,0.193,6.7,260,0.291,9,0.355,9.7,0.5,7,2019-12-01T23:00:00Z,2019-12-01T23:00:00Z,2019-12-01T23:00:00Z
0.278,11.6,244,5.6,6.7,9.4,225,1.08,0.19,11.6,244,0.193,6.7,260,0.291,9,0.355,9.7,0.5,7,2019-12-01T23:05:00Z,2019-12-01T23:00:00Z,2019-12-01T23:00:00Z
0.278,11.6,244,5.6,6.7,9.4,225,1.08,0.19,11.6,244,0.193,6.7,260,0.291,9,0.355,9.7,0.5,7,2019-12-01T23:10:00Z,2019-12-01T23:00:00Z,2019-12-01T23:10:00Z
0.278,11.6,244,5.6,6.7,9.4,225,1.08,0.19,11.6,244,0.193,6.7,260,0.291,9,0.355,9.7,0.5,7,2019-12-01T23:15:00Z,2019-12-01T23:00:00Z,2019-12-01T23:10:00Z
0.279,11.6,184,4.5,5,6.8,184,1.07,0.136,11.6,184,0.238,5.6,180,0.298,6.1,0.376,5.4,0.582,4,2019-11-29T15:00:00Z,2019-11-29T15:00:00Z,2019-11-29T15:00:00Z
0.279,11.6,184,4.5,5,6.8,184,1.07,0.136,11.6,184,0.238,5.6,180,0.298,6.1,0.376,5.4,0.582,4,2019-11-29T15:05:00Z,2019-11-29T15:00:00Z,2019-11-29T15:00:00Z
0.279,11.6,184,4.5,5,6.8,184,1.07,0.136,11.6,184,0.238,5.6,180,0.298,6.1,0.376,5.4,0.582,4,2019-11-29T15:10:00Z,2019-11-29T15:00:00Z,2019-11-29T15:10:00Z
0.279,11.6,184,4.5,5,6.8,184,1.07,0.136,11.6,184,0.238,5.6,180,0.298,6.1,0.376,5.4,0.582,4,2019-11-29T15:15:00Z,2019-11-29T15:00:00Z,2019-11-29T15:10:00Z
0.279,11.6,238,6.5,7.9,10.2,248,1.07,0.218,11.6,238,0.151,6.1,254,0.301,10.4,0.372,11.4,0.502,10,2019-12-16T22:00:00Z,2019-12-16T22:00:00Z,2019-12-16T22:00:00Z
0.279,11.6,238,6.5,7.9,10.2,248,1.07,0.218,11.6,238,0.151,6.1,254,0.301,10.4,0.372,11.4,0.502,10,2019-12-16T22:05:00Z,2019-12-16T22:00:00Z,2019-12-16T22:00:00Z
0.279,11.6,238,6.5,7.9,10.2,248,1.07,0.218,11.6,238,0.151,6.1,254,0.301,10.4,0.372,11.4,0.502,10,2019-12-16T22:10:00Z,2019-12-16T22:00:00Z,2019-12-16T22:10:00Z
0.279,11.6,238,6.5,7.9,10.2,248,1.07,0.218,11.6,238,0.151,6.1,254,0.301,10.4,0.372,11.4,0.502,10,2019-12-16T22:15:00Z,2019-12-16T22:00:00Z,2019-12-16T22:10:00Z
0.28,9.8,144,4.6,5.3,7.2,175,1.14,0.16,9.8,144,0.221,6.1,176,NaN,NaN,NaN,NaN,NaN,NaN,2019-11-30T07:00:00Z,2019-11-30T07:00:00Z,2019-11-30T07:00:00Z
0.28,9.8,144,4.6,5.3,7.2,175,1.14,0.16,9.8,144,0.221,6.1,176,NaN,NaN,NaN,NaN,NaN,NaN,2019-11-30T07:05:00Z,2019-11-30T07:00:00Z,2019-11-30T07:00:00Z
0.28,9.8,144,4.6,5.3,7.2,175,1.14,0.16,9.8,144,0.221,6.1,176,NaN,NaN,NaN,NaN,NaN,NaN,2019-11-30T07:10:00Z,2019-11-30T07:00:00Z,2019-11-30T07:10:00Z
0.28,9.8,144,4.6,5.3,7.2,175,1.14,0.16,9.8,144,0.221,6.1,176,NaN,NaN,NaN,NaN,NaN,NaN,2019-11-30T07:15:00Z,2019-11-30T07:00:00Z,2019-11-30T07:10:00Z
0.282,11.6,242,6.4,7.9,10.3,272,1.13,0.228,11.6,242,0.149,6.1,198,0.304,10.4,0.359,10.1,0.451,8,2019-12-26T02:00:00Z,2019-12-26T02:00:00Z,2019-12-26T02:00:00Z
0.282,11.6,242,6.4,7.9,10.3,272,1.13,0.228,11.6,242,0.149,6.1,198,0.304,10.4,0.359,10.1,0.451,8,2019-12-26T02:05:00Z,2019-12-26T02:00:00Z,2019-12-26T02:00:00Z
0.282,11.6,242,6.4,7.9,10.3,272,1.13,0.228,11.6,242,0.149,6.1,198,0.304,10.4,0.359,10.1,0.451,8,2019-12-26T02:10:00Z,2019-12-26T02:00:00Z,2019-12-26T02:10:00Z
0.282,11.6,242,6.4,7.9,10.3,272,1.13,0.228,11.6,242,0.149,6.1,198,0.304,10.4,0.359,10.1,0.451,8,2019-12-26T02:15:00Z,2019-12-26T02:00:00Z,2019-12-26T02:10:00Z
0.282,9.8,280,6,6.9,8.7,249,1.02,0.193,9.8,280,0.175,6.7,284,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-18T20:00:00Z,2020-01-18T20:00:00Z,2020-01-18T20:00:00Z
0.282,9.8,280,6,6.9,8.7,249,1.02,0.193,9.8,280,0.175,6.7,284,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-18T20:05:00Z,2020-01-18T20:00:00Z,2020-01-18T20:00:00Z
0.282,9.8,280,6,6.9,8.7,249,1.02,0.193,9.8,280,0.175,6.7,284,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-18T20:10:00Z,2020-01-18T20:00:00Z,2020-01-18T20:10:00Z
0.282,9.8,280,6,6.9,8.7,249,1.02,0.193,9.8,280,0.175,6.7,284,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-18T20:15:00Z,2020-01-18T20:00:00Z,2020-01-18T20:10:00Z
0.283,9.8,232,5.3,6.2,8.1,250,1.07,0.192,9.8,232,0.184,6.7,56,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T06:00:00Z,2020-01-19T06:00:00Z,2020-01-19T06:00:00Z
0.283,9.8,232,5.3,6.2,8.1,250,1.07,0.192,9.8,232,0.184,6.7,56,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T06:05:00Z,2020-01-19T06:00:00Z,2020-01-19T06:00:00Z
0.283,9.8,232,5.3,6.2,8.1,250,1.07,0.192,9.8,232,0.184,6.7,56,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T06:10:00Z,2020-01-19T06:00:00Z,2020-01-19T06:10:00Z
0.283,9.8,232,5.3,6.2,8.1,250,1.07,0.192,9.8,232,0.184,6.7,56,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T06:15:00Z,2020-01-19T06:00:00Z,2020-01-19T06:10:00Z
0.284,8.5,188,4,4.5,5.7,197,1.05,0.129,8.5,176,0.241,4.7,183,0.27,5.6,0.329,5.4,0.413,6,2019-11-28T15:00:00Z,2019-11-28T15:00:00Z,2019-11-28T15:00:00Z
0.284,8.5,188,4,4.5,5.7,197,1.05,0.129,8.5,176,0.241,4.7,183,0.27,5.6,0.329,5.4,0.413,6,2019-11-28T15:05:00Z,2019-11-28T15:00:00Z,2019-11-28T15:00:00Z
0.284,8.5,188,4,4.5,5.7,197,1.05,0.129,8.5,176,0.241,4.7,183,0.27,5.6,0.329,5.4,0.413,6,2019-11-28T15:10:00Z,2019-11-28T15:00:00Z,2019-11-28T15:10:00Z
0.284,8.5,188,4,4.5,5.7,197,1.05,0.129,8.5,176,0.241,4.7,183,0.27,5.6,0.329,5.4,0.413,6,2019-11-28T15:15:00Z,2019-11-28T15:00:00Z,2019-11-28T15:10:00Z
0.285,8.5,184,4.2,4.7,5.9,131,1.03,0.123,8.5,100,0.242,6.7,184,0.277,6.2,0.35,6.4,0.61,6.5,2019-11-28T04:00:00Z,2019-11-28T04:00:00Z,2019-11-28T04:00:00Z
0.285,8.5,184,4.2,4.7,5.9,131,1.03,0.123,8.5,100,0.242,6.7,184,0.277,6.2,0.35,6.4,0.61,6.5,2019-11-28T04:05:00Z,2019-11-28T04:00:00Z,2019-11-28T04:00:00Z
0.285,8.5,184,4.2,4.7,5.9,131,1.03,0.123,8.5,100,0.242,6.7,184,0.277,6.2,0.35,6.4,0.61,6.5,2019-11-28T04:10:00Z,2019-11-28T04:00:00Z,2019-11-28T04:10:00Z
0.285,8.5,184,4.2,4.7,5.9,131,1.03,0.123,8.5,100,0.242,6.7,184,0.277,6.2,0.35,6.4,0.61,6.5,2019-11-28T04:15:00Z,2019-11-28T04:00:00Z,2019-11-28T04:10:00Z
0.286,11.6,250,6.7,8.1,10.5,231,1.08,0.236,11.6,250,0.153,6.7,218,0.303,10.5,0.38,10.9,0.483,11,2019-12-13T09:00:00Z,2019-12-13T09:00:00Z,2019-12-13T09:00:00Z
0.286,11.6,250,6.7,8.1,10.5,231,1.08,0.236,11.6,250,0.153,6.7,218,0.303,10.5,0.38,10.9,0.483,11,2019-12-13T09:05:00Z,2019-12-13T09:00:00Z,2019-12-13T09:00:00Z
0.286,11.6,250,6.7,8.1,10.5,231,1.08,0.236,11.6,250,0.153,6.7,218,0.303,10.5,0.38,10.9,0.483,11,2019-12-13T09:10:00Z,2019-12-13T09:00:00Z,2019-12-13T09:10:00Z
0.286,11.6,250,6.7,8.1,10.5,231,1.08,0.236,11.6,250,0.153,6.7,218,0.303,10.5,0.38,10.9,0.483,11,2019-12-13T09:15:00Z,2019-12-13T09:00:00Z,2019-12-13T09:10:00Z
0.286,14.2,258,5.9,6.7,8.8,258,1.03,0.167,14.2,258,0.223,6.1,186,0.291,9,0.36,9,0.438,7.5,2019-12-17T05:00:00Z,2019-12-17T05:00:00Z,2019-12-17T05:00:00Z
0.286,14.2,258,5.9,6.7,8.8,258,1.03,0.167,14.2,258,0.223,6.1,186,0.291,9,0.36,9,0.438,7.5,2019-12-17T05:05:00Z,2019-12-17T05:00:00Z,2019-12-17T05:00:00Z
0.286,14.2,258,5.9,6.7,8.8,258,1.03,0.167,14.2,258,0.223,6.1,186,0.291,9,0.36,9,0.438,7.5,2019-12-17T05:10:00Z,2019-12-17T05:00:00Z,2019-12-17T05:10:00Z
0.286,14.2,258,5.9,6.7,8.8,258,1.03,0.167,14.2,258,0.223,6.1,186,0.291,9,0.36,9,0.438,7.5,2019-12-17T05:15:00Z,2019-12-17T05:00:00Z,2019-12-17T05:10:00Z
0.287,14.2,270,5.8,7,9.8,257,1.13,0.201,14.2,270,0.185,6.1,302,0.319,9.7,0.387,10.6,0.421,14,2019-12-16T19:00:00Z,2019-12-16T19:00:00Z,2019-12-16T19:00:00Z
0.287,14.2,270,5.8,7,9.8,257,1.13,0.201,14.2,270,0.185,6.1,302,0.319,9.7,0.387,10.6,0.421,14,2019-12-16T19:05:00Z,2019-12-16T19:00:00Z,2019-12-16T19:00:00Z
0.287,14.2,270,5.8,7,9.8,257,1.13,0.201,14.2,270,0.185,6.1,302,0.319,9.7,0.387,10.6,0.421,14,2019-12-16T19:10:00Z,2019-12-16T19:00:00Z,2019-12-16T19:10:00Z
0.287,14.2,270,5.8,7,9.8,257,1.13,0.201,14.2,270,0.185,6.1,302,0.319,9.7,0.387,10.6,0.421,14,2019-12-16T19:15:00Z,2019-12-16T19:00:00Z,2019-12-16T19:10:00Z
0.287,11.6,212,9.2,10.3,11.7,204,1.07,0.269,11.6,212,0.093,6.1,224,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T13:00:00Z,2020-01-16T13:00:00Z,2020-01-16T13:00:00Z
0.287,11.6,212,9.2,10.3,11.7,204,1.07,0.269,11.6,212,0.093,6.1,224,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T13:05:00Z,2020-01-16T13:00:00Z,2020-01-16T13:00:00Z
0.287,11.6,212,9.2,10.3,11.7,204,1.07,0.269,11.6,212,0.093,6.1,224,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T13:10:00Z,2020-01-16T13:00:00Z,2020-01-16T13:10:00Z
0.287,11.6,212,9.2,10.3,11.7,204,1.07,0.269,11.6,212,0.093,6.1,224,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T13:15:00Z,2020-01-16T13:00:00Z,2020-01-16T13:10:00Z
0.288,8.5,176,4.4,5,6.6,182,1.08,0.147,8.5,208,0.232,6.1,168,0.281,6.3,0.347,6.3,0.435,6,2019-11-28T17:00:00Z,2019-11-28T17:00:00Z,2019-11-28T17:00:00Z
0.288,8.5,176,4.4,5,6.6,182,1.08,0.147,8.5,208,0.232,6.1,168,0.281,6.3,0.347,6.3,0.435,6,2019-11-28T17:05:00Z,2019-11-28T17:00:00Z,2019-11-28T17:00:00Z
0.288,8.5,176,4.4,5,6.6,182,1.08,0.147,8.5,208,0.232,6.1,168,0.281,6.3,0.347,6.3,0.435,6,2019-11-28T17:10:00Z,2019-11-28T17:00:00Z,2019-11-28T17:10:00Z
0.288,8.5,176,4.4,5,6.6,182,1.08,0.147,8.5,208,0.232,6.1,168,0.281,6.3,0.347,6.3,0.435,6,2019-11-28T17:15:00Z,2019-11-28T17:00:00Z,2019-11-28T17:10:00Z
0.289,6.7,184,4.6,5.2,6.7,257,1.12,0.131,11.6,120,0.25,6.7,184,0.271,6.4,0.322,6.6,0.385,6,2019-12-01T05:00:00Z,2019-12-01T05:00:00Z,2019-12-01T05:00:00Z
0.289,6.7,184,4.6,5.2,6.7,257,1.12,0.131,11.6,120,0.25,6.7,184,0.271,6.4,0.322,6.6,0.385,6,2019-12-01T05:05:00Z,2019-12-01T05:00:00Z,2019-12-01T05:00:00Z
0.289,6.7,184,4.6,5.2,6.7,257,1.12,0.131,11.6,120,0.25,6.7,184,0.271,6.4,0.322,6.6,0.385,6,2019-12-01T05:10:00Z,2019-12-01T05:00:00Z,2019-12-01T05:10:00Z
0.289,6.7,184,4.6,5.2,6.7,257,1.12,0.131,11.6,120,0.25,6.7,184,0.271,6.4,0.322,6.6,0.385,6,2019-12-01T05:15:00Z,2019-12-01T05:00:00Z,2019-12-01T05:10:00Z
0.29,3.9,191,4.4,4.9,6.1,189,1.01,0.122,8.5,176,0.248,3.9,192,0.333,6,0.427,6.1,0.557,8,2019-11-28T05:00:00Z,2019-11-28T05:00:00Z,2019-11-28T05:00:00Z
0.29,3.9,191,4.4,4.9,6.1,189,1.01,0.122,8.5,176,0.248,3.9,192,0.333,6,0.427,6.1,0.557,8,2019-11-28T05:05:00Z,2019-11-28T05:00:00Z,2019-11-28T05:00:00Z
0.29,3.9,191,4.4,4.9,6.1,189,1.01,0.122,8.5,176,0.248,3.9,192,0.333,6,0.427,6.1,0.557,8,2019-11-28T05:10:00Z,2019-11-28T05:00:00Z,2019-11-28T05:10:00Z
0.29,3.9,191,4.4,4.9,6.1,189,1.01,0.122,8.5,176,0.248,3.9,192,0.333,6,0.427,6.1,0.557,8,2019-11-28T05:15:00Z,2019-11-28T05:00:00Z,2019-11-28T05:10:00Z
0.29,6.1,184,4.5,5.2,6.5,184,1.02,0.121,8.5,172,0.246,6.1,184,0.325,6.4,0.401,6.5,0.534,5,2019-11-28T13:00:00Z,2019-11-28T13:00:00Z,2019-11-28T13:00:00Z
0.29,6.1,184,4.5,5.2,6.5,184,1.02,0.121,8.5,172,0.246,6.1,184,0.325,6.4,0.401,6.5,0.534,5,2019-11-28T13:05:00Z,2019-11-28T13:00:00Z,2019-11-28T13:00:00Z
0.29,6.1,184,4.5,5.2,6.5,184,1.02,0.121,8.5,172,0.246,6.1,184,0.325,6.4,0.401,6.5,0.534,5,2019-11-28T13:10:00Z,2019-11-28T13:00:00Z,2019-11-28T13:10:00Z
0.29,6.1,184,4.5,5.2,6.5,184,1.02,0.121,8.5,172,0.246,6.1,184,0.325,6.4,0.401,6.5,0.534,5,2019-11-28T13:15:00Z,2019-11-28T13:00:00Z,2019-11-28T13:10:00Z
0.29,14.2,262,5.6,6.3,8.2,191,1.05,0.175,14.2,262,0.219,5.1,155,0.282,7.7,0.359,7.7,0.514,8,2019-12-18T04:00:00Z,2019-12-18T04:00:00Z,2019-12-18T04:00:00Z
0.29,14.2,262,5.6,6.3,8.2,191,1.05,0.175,14.2,262,0.219,5.1,155,0.282,7.7,0.359,7.7,0.514,8,2019-12-18T04:05:00Z,2019-12-18T04:00:00Z,2019-12-18T04:00:00Z
0.29,14.2,262,5.6,6.3,8.2,191,1.05,0.175,14.2,262,0.219,5.1,155,0.282,7.7,0.359,7.7,0.514,8,2019-12-18T04:10:00Z,2019-12-18T04:00:00Z,2019-12-18T04:10:00Z
0.29,14.2,262,5.6,6.3,8.2,191,1.05,0.175,14.2,262,0.219,5.1,155,0.282,7.7,0.359,7.7,0.514,8,2019-12-18T04:15:00Z,2019-12-18T04:00:00Z,2019-12-18T04:10:00Z
0.29,8.5,224,7.1,7.8,9,252,1.06,0.224,8.5,224,0.151,6.1,300,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T04:00:00Z,2020-01-19T04:00:00Z,2020-01-19T04:00:00Z
0.29,8.5,224,7.1,7.8,9,252,1.06,0.224,8.5,224,0.151,6.1,300,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T04:05:00Z,2020-01-19T04:00:00Z,2020-01-19T04:00:00Z
0.29,8.5,224,7.1,7.8,9,252,1.06,0.224,8.5,224,0.151,6.1,300,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T04:10:00Z,2020-01-19T04:00:00Z,2020-01-19T04:10:00Z
0.29,8.5,224,7.1,7.8,9,252,1.06,0.224,8.5,224,0.151,6.1,300,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-19T04:15:00Z,2020-01-19T04:00:00Z,2020-01-19T04:10:00Z
0.291,14.2,270,4.8,6,9.3,280,1.1,0.203,14.2,270,0.202,6.7,162,0.262,7.6,0.311,9.1,0.444,11,2019-12-17T18:00:00Z,2019-12-17T18:00:00Z,2019-12-17T18:00:00Z
0.291,14.2,270,4.8,6,9.3,280,1.1,0.203,14.2,270,0.202,6.7,162,0.262,7.6,0.311,9.1,0.444,11,2019-12-17T18:05:00Z,2019-12-17T18:00:00Z,2019-12-17T18:00:00Z
0.291,14.2,270,4.8,6,9.3,280,1.1,0.203,14.2,270,0.202,6.7,162,0.262,7.6,0.311,9.1,0.444,11,2019-12-17T18:10:00Z,2019-12-17T18:00:00Z,2019-12-17T18:10:00Z
0.291,14.2,270,4.8,6,9.3,280,1.1,0.203,14.2,270,0.202,6.7,162,0.262,7.6,0.311,9.1,0.444,11,2019-12-17T18:15:00Z,2019-12-17T18:00:00Z,2019-12-17T18:10:00Z
0.292,11.6,176,6.7,7.9,9.8,173,1.07,0.238,11.6,176,0.145,5.6,248,0.277,9.1,0.355,9.7,0.442,8.5,2019-11-29T22:00:00Z,2019-11-29T22:00:00Z,2019-11-29T22:00:00Z
0.292,11.6,176,6.7,7.9,9.8,173,1.07,0.238,11.6,176,0.145,5.6,248,0.277,9.1,0.355,9.7,0.442,8.5,2019-11-29T22:05:00Z,2019-11-29T22:00:00Z,2019-11-29T22:00:00Z
0.292,11.6,176,6.7,7.9,9.8,173,1.07,0.238,11.6,176,0.145,5.6,248,0.277,9.1,0.355,9.7,0.442,8.5,2019-11-29T22:10:00Z,2019-11-29T22:00:00Z,2019-11-29T22:10:00Z
0.292,11.6,176,6.7,7.9,9.8,173,1.07,0.238,11.6,176,0.145,5.6,248,0.277,9.1,0.355,9.7,0.442,8.5,2019-11-29T22:15:00Z,2019-11-29T22:00:00Z,2019-11-29T22:10:00Z
0.293,11.6,122,5.9,7.1,9.5,139,1.09,0.217,11.6,122,0.181,5.6,190,0.321,10.2,0.408,10.6,0.516,11.5,2019-12-18T06:00:00Z,2019-12-18T06:00:00Z,2019-12-18T06:00:00Z
0.293,11.6,122,5.9,7.1,9.5,139,1.09,0.217,11.6,122,0.181,5.6,190,0.321,10.2,0.408,10.6,0.516,11.5,2019-12-18T06:05:00Z,2019-12-18T06:00:00Z,2019-12-18T06:00:00Z
0.293,11.6,122,5.9,7.1,9.5,139,1.09,0.217,11.6,122,0.181,5.6,190,0.321,10.2,0.408,10.6,0.516,11.5,2019-12-18T06:10:00Z,2019-12-18T06:00:00Z,2019-12-18T06:10:00Z
0.293,11.6,122,5.9,7.1,9.5,139,1.09,0.217,11.6,122,0.181,5.6,190,0.321,10.2,0.408,10.6,0.516,11.5,2019-12-18T06:15:00Z,2019-12-18T06:00:00Z,2019-12-18T06:10:00Z
0.293,11.6,222,5.9,7.4,9.7,224,1.1,0.233,11.6,222,0.153,6.7,138,0.308,8.5,0.357,8.8,0.422,9,2019-12-26T08:00:00Z,2019-12-26T08:00:00Z,2019-12-26T08:00:00Z
0.293,11.6,222,5.9,7.4,9.7,224,1.1,0.233,11.6,222,0.153,6.7,138,0.308,8.5,0.357,8.8,0.422,9,2019-12-26T08:05:00Z,2019-12-26T08:00:00Z,2019-12-26T08:00:00Z
0.293,11.6,222,5.9,7.4,9.7,224,1.1,0.233,11.6,222,0.153,6.7,138,0.308,8.5,0.357,8.8,0.422,9,2019-12-26T08:10:00Z,2019-12-26T08:00:00Z,2019-12-26T08:10:00Z
0.293,11.6,222,5.9,7.4,9.7,224,1.1,0.233,11.6,222,0.153,6.7,138,0.308,8.5,0.357,8.8,0.422,9,2019-12-26T08:15:00Z,2019-12-26T08:00:00Z,2019-12-26T08:10:00Z
0.293,11.6,258,5.8,6.8,8.6,250,1.07,0.197,11.6,258,0.197,6.7,166,0.268,8.5,0.328,9.1,0.481,7,2019-12-26T10:00:00Z,2019-12-26T10:00:00Z,2019-12-26T10:00:00Z
0.293,11.6,258,5.8,6.8,8.6,250,1.07,0.197,11.6,258,0.197,6.7,166,0.268,8.5,0.328,9.1,0.481,7,2019-12-26T10:05:00Z,2019-12-26T10:00:00Z,2019-12-26T10:00:00Z
0.293,11.6,258,5.8,6.8,8.6,250,1.07,0.197,11.6,258,0.197,6.7,166,0.268,8.5,0.328,9.1,0.481,7,2019-12-26T10:10:00Z,2019-12-26T10:00:00Z,2019-12-26T10:10:00Z
0.293,11.6,258,5.8,6.8,8.6,250,1.07,0.197,11.6,258,0.197,6.7,166,0.268,8.5,0.328,9.1,0.481,7,2019-12-26T10:15:00Z,2019-12-26T10:00:00Z,2019-12-26T10:10:00Z
0.293,5.6,160,5.8,6.4,7.9,130,0.98,0.169,11.6,248,0.234,5.6,160,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T22:00:00Z,2020-01-16T22:00:00Z,2020-01-16T22:00:00Z
0.293,5.6,160,5.8,6.4,7.9,130,0.98,0.169,11.6,248,0.234,5.6,160,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T22:05:00Z,2020-01-16T22:00:00Z,2020-01-16T22:00:00Z
0.293,5.6,160,5.8,6.4,7.9,130,0.98,0.169,11.6,248,0.234,5.6,160,NaN,NaN,NaN,NaN,NaN,NaN,2020-01-16T22:10:00Z,2020-01-16T22:00:00Z,2020-01-16T22:10:00Z
